,title,urlToImage,url
0,A Kirby song cover just won a Grammy - The Verge,https://cdn.vox-cdn.com/thumbor/KP-sXJUd4Xif2JQmypKNQP6Rk7M=/0x50:1280x720/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/23338656/2022032213193700_336DB1DA8BDC3BF38ED8609901964A6B.jpg,https://www.theverge.com/2022/4/3/23009067/kirby-song-won-grammy-award-meta-knight-revenge
1,"Amazon buy 2, get 1 free sale has just gone live for April 2022, games and more - Nintendo Everything",https://nintendoeverything.com/wp-content/uploads/Amazon-buy-2-get-1-April-2022.jpg,https://nintendoeverything.com/amazon-buy-2-get-1-free-sale-has-just-gone-live-for-april-2022/
2,"Amazon Slashes Prices of AirPods 2 and Pro, Starting at Just $99 Today - CNET",https://www.cnet.com/a/img/resize/0622991c3485ed60058616ee463eecbce0da02b8/2022/01/02/57921391-1c71-44b8-8a7a-4316996c6eb3/airpods-pro-red.jpg?auto=webp&fit=crop&height=630&width=1200,https://www.cnet.com/tech/mobile/amazon-slashes-prices-of-airpods-2-and-pro-starting-at-just-99-today/
3,A demo for an unannounced Gex game has appeared online | VGC - Video Games Chronicle,https://www.videogameschronicle.com/files/2022/04/video-game-gex-wallpaper-preview.jpg,https://www.videogameschronicle.com/news/a-demo-for-an-unannounced-gex-game-has-appeared-online/
4,Twitch Streamer Beats Elden Ring Without Damage Of Any Kind - Kotaku,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/c8eab8d91e8320f2351edba977cee12c.jpg",https://kotaku.com/elden-ring-moonveil-fromsoft-speedrun-no-damage-seki-tw-1848742257
5,iPhone 14 Pro — 5 biggest rumored upgrades - Tom's Guide,https://cdn.mos.cms.futurecdn.net/NxkHftXXCNNrWUMSD5cmwQ-1200-80.jpg,https://www.tomsguide.com/news/iphone-14-pro-5-biggest-rumored-upgrades
6,"Next World of Warcraft expansion leaks, thanks to Blizzard - PCGamesN",https://www.pcgamesn.com/wp-content/uploads/2022/04/world-of-warcraft-next-expansion-dragonflight.jpg,https://www.pcgamesn.com/world-of-warcraft/expansion-leaks-dragonflight
7,VesperArcade releases early tier list for Street Fighter 5's Definitive Update - EventHubs,https://media.eventhubs.com/images/2022/04/03_tiers-vesper-bnrt.webp,https://www.eventhubs.com/news/2022/apr/03/vesperarcade-tiers-sf5ce-definitive-update/
8,10 incredibly useful iPhone and Android tricks that make your life easier - Fox News,https://static.foxnews.com/foxnews.com/content/uploads/2021/10/holdingandroid.jpg,https://www.foxnews.com/tech/10-incredibly-iphone-android-tricks-life-easier
9,Apple Experts Say You Should Delete This One App On Your iPhone To Increase Its Battery Life - SheFinds,https://www.shefinds.com/files/2022/04/apple-app-store.jpg,https://www.shefinds.com/collections/delete-app-iphone-increase-battery/
10,Feature Nintendo Life eShop Selects - March 2022 - Nintendo Life,https://images.nintendolife.com/b88c78e9d44fe/1280x720.jpg,https://www.nintendolife.com/features/nintendo-life-eshop-selects-march-2022
11,Abandoned's developer claims it 'reached out' to Silent Hill publisher Konami | VGC - Video Games Chronicle,https://www.videogameschronicle.com/files/2021/06/silent-hill.jpg,https://www.videogameschronicle.com/news/abandoneds-developer-claims-it-reached-out-to-silent-hill-publisher-konami/
12,These Air-Purifying Headphones Look Like Something a Batman Villain Would Wear - CNET,https://www.cnet.com/a/img/resize/86fec1cf7ad33a15115c55466597445cfee7fa52/2022/03/29/4488932c-f341-4180-a1ee-894b837e7326/dyson-zone-promo.jpg?auto=webp&fit=crop&height=630&width=1200,https://www.cnet.com/tech/mobile/its-not-sci-fi-dysons-air-purifying-headphones-are-actually-real/
13,Elden Ring AFK Rune Farming Trick Is Ruining PVP Invasions - Gaming INTEL,https://gamingintel.com/wp-content/uploads/2022/04/Elden-Ring-AFK-Rune-Farming-Trick-Is-Ruining-PVP-Invasions.jpg,https://gamingintel.com/elden-ring-afk-rune-farming-ruining-pvp-invasions/
14,New Starfield early images have allegedly leaked online | VGC - Video Games Chronicle,https://www.videogameschronicle.com/files/2021/06/Starfield_Trailer_Pilot-11911260c603375ee1a7.60592772-scaled.jpg,https://www.videogameschronicle.com/news/new-starfield-early-images-have-allegedly-leaked-online/
15,This Big 3D-Printed Game Boy Actually Runs MacOS - Hackaday,https://hackaday.com/wp-content/uploads/2022/03/Game-Boy-Hackintosh-disassembled.png,https://hackaday.com/2022/04/03/this-big-3d-printed-game-boy-actually-runs-macos/
16,New PUBG Trailer Shows Nier: Automata & Replicant Crossover Costumes in Action - Twinfinite,https://twinfinite.net/wp-content/uploads/2022/04/PUBG-Nier.jpg,https://twinfinite.net/2022/04/pubg-nier-automata-replicant-crossover-trailer/
17,"The House of the Dead: Remake details controls, options and features, more - Nintendo Everything",https://nintendoeverything.com/wp-content/uploads/The-House-of-the-Dead-Remake-controls-options-features.jpg,https://nintendoeverything.com/the-house-of-the-dead-remake-details-controls-options-and-features-more/
18,Maxsun Developing A Desktop Motherboard With A Soldered Alder Lake Mobility 14-Core CPU - Wccftech,https://cdn.wccftech.com/wp-content/uploads/2022/04/Intel-Alder-Lake-Chip-Hell.jpg,https://wccftech.com/maxsun-developing-a-desktop-motherboard-with-a-soldered-alder-lake-mobility-14-core-cpu/
19,Snapchat now lets you share YouTube videos as a sticker in your snap - The Verge,https://cdn.vox-cdn.com/thumbor/SuzW3F-ru3MjaEibmW3U1I1NJYs=/0x38:1920x1043/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/23363161/snapchat_youtube_links_sticker.jpg,https://www.theverge.com/2022/4/2/23007949/snapchat-share-youtube-videos-sticker
